Table Name,Column Name
stixor_iar_jul_fraud_only_with_mbar,to_a_c_level
stixor_iar_jul_fraud_only_with_mbar,to_agent_group
stixor_iar_jul_fraud_only_with_mbar,to_limit_group
stixor_iar_jul_fraud_only_with_mbar,to_charge_profile
stixor_iar_jul_fraud_only_with_mbar,to_credit_dl_ml_yl
stixor_iar_jul_fraud_only_with_mbar,to_debit_dl_ml_yl
stixor_iar_jul_fraud_only_with_mbar,to_place_of_birth
stixor_iar_jul_fraud_only_with_mbar,to_account_type_name
stixor_iar_jul_fraud_only_with_mbar,to_mpin_status
stixor_iar_jul_fraud_only_with_mbar,complaint_num
stixor_iar_jul_fraud_only_with_mbar,to_prov
stixor_iar_jul_fraud_only_with_mbar,to_year_mdob
stixor_iar_jul_fraud_only_with_mbar,to_gmsisdn
stixor_iar_jul_fraud_only_with_mbar,to_trust_level
stixor_iar_jul_fraud_only_with_mbar,from_a_c_reference
stixor_iar_jul_fraud_only_with_mbar,from_region
stixor_iar_jul_fraud_only_with_mbar,from_city
stixor_iar_jul_fraud_only_with_mbar,from_registered_channel
stixor_iar_jul_fraud_only_with_mbar,from_a_c_status
stixor_iar_jul_fraud_only_with_mbar,from_a_c_level
stixor_iar_jul_fraud_only_with_mbar,from_agent_group
stixor_iar_jul_fraud_only_with_mbar,from_limit_group
stixor_iar_jul_fraud_only_with_mbar,from_charge_profile
stixor_iar_jul_fraud_only_with_mbar,from_credit_dl_ml_yl
stixor_iar_jul_fraud_only_with_mbar,from_debit_dl_ml_yl
stixor_iar_jul_fraud_only_with_mbar,from_place_of_birth
stixor_iar_jul_fraud_only_with_mbar,from_account_type_name
stixor_iar_jul_fraud_only_with_mbar,from_mpin_status
stixor_iar_jul_fraud_only_with_mbar,from_filer
stixor_iar_jul_fraud_only_with_mbar,from_prov
stixor_iar_jul_fraud_only_with_mbar,from_year_mdob
stixor_iar_jul_fraud_only_with_mbar,from_gmsisdn
stixor_iar_jul_fraud_only_with_mbar,from_trust_level
stixor_iar_jul_fraud_only_with_mbar,to_filer
stixor_iar_jul_fraud_only_with_mbar,trans_id
stixor_iar_jul_fraud_only_with_mbar,complaint_msisdn
stixor_iar_jul_fraud_only_with_mbar,fraud_msisdn
stixor_iar_jul_fraud_only_with_mbar,victim_msisdn
stixor_iar_jul_fraud_only_with_mbar,ac_from
stixor_iar_jul_fraud_only_with_mbar,ac_to
stixor_iar_jul_fraud_only_with_mbar,trx_channel
stixor_iar_jul_fraud_only_with_mbar,trx_type
stixor_iar_jul_fraud_only_with_mbar,customer_msisdn
stixor_iar_jul_fraud_only_with_mbar,trx_status
stixor_iar_jul_fraud_only_with_mbar,utility_company
stixor_iar_jul_fraud_only_with_mbar,bill_ref_number
stixor_iar_jul_fraud_only_with_mbar,reason_type
stixor_iar_jul_fraud_only_with_mbar,pur_of_remit
stixor_iar_jul_fraud_only_with_mbar,ec
stixor_iar_jul_fraud_only_with_mbar,merchant_id
stixor_iar_jul_fraud_only_with_mbar,to_a_c_reference
stixor_iar_jul_fraud_only_with_mbar,to_region
stixor_iar_jul_fraud_only_with_mbar,to_city
stixor_iar_jul_fraud_only_with_mbar,to_registered_channel
stixor_iar_jul_fraud_only_with_mbar,to_a_c_status
stixor_iar_jul,data_date
stixor_iar_jul,trans_initiate_time
stixor_iar_jul,start_balance
stixor_iar_jul,trx_amt
stixor_iar_jul,end_balance
stixor_iar_jul,fee
stixor_iar_jul,fed
stixor_iar_jul,ac_from
stixor_iar_jul,ac_to
stixor_iar_jul,merchant_id
stixor_iar_jul,reason_type
stixor_iar_jul,pur_of_remit
stixor_iar_jul,utility_company
stixor_iar_jul,bill_ref_number
stixor_iar_jul,trans_id
stixor_iar_jul,ec
stixor_iar_jul,customer_msisdn
stixor_iar_jul,trx_channel
stixor_iar_jul,trx_type
stixor_iar_jul,trx_status
stixor_iar_20250701_sample,data_date
stixor_iar_20250701_sample,trans_initiate_time
stixor_iar_20250701_sample,start_balance
stixor_iar_20250701_sample,trx_amt
stixor_iar_20250701_sample,end_balance
stixor_iar_20250701_sample,fee
stixor_iar_20250701_sample,fed
stixor_iar_20250701_sample,ac_from
stixor_iar_20250701_sample,ac_to
stixor_iar_20250701_sample,merchant_id
stixor_iar_20250701_sample,reason_type
stixor_iar_20250701_sample,pur_of_remit
stixor_iar_20250701_sample,utility_company
stixor_iar_20250701_sample,bill_ref_number
stixor_iar_20250701_sample,trans_id
stixor_iar_20250701_sample,ec
stixor_iar_20250701_sample,customer_msisdn
stixor_iar_20250701_sample,trx_channel
stixor_iar_20250701_sample,trx_type
stixor_iar_20250701_sample,trx_status
stixor_iar_mbar_20250701_sample,fed
stixor_iar_mbar_20250701_sample,trx_amt
stixor_iar_mbar_20250701_sample,end_balance
stixor_iar_mbar_20250701_sample,to_registered_date_time
stixor_iar_mbar_20250701_sample,to_year_of_birth
stixor_iar_mbar_20250701_sample,from_year_of_birth
stixor_iar_mbar_20250701_sample,from_last_modified_date_time
stixor_iar_mbar_20250701_sample,from_dormant_date
stixor_iar_mbar_20250701_sample,from_re_active_date
stixor_iar_mbar_20250701_sample,to_last_modified_date_time
stixor_iar_mbar_20250701_sample,to_dormant_date
stixor_iar_mbar_20250701_sample,to_re_active_date
stixor_iar_mbar_20250701_sample,trans_initiate_time
stixor_iar_mbar_20250701_sample,from_registered_date_time
stixor_iar_mbar_20250701_sample,start_balance
stixor_iar_mbar_20250701_sample,fee
stixor_iar_mbar_20250701_sample,data_date
stixor_iar_mbar_20250701_sample,to_registered_channel
stixor_iar_mbar_20250701_sample,to_a_c_status
stixor_iar_mbar_20250701_sample,to_a_c_level
stixor_iar_mbar_20250701_sample,to_agent_group
stixor_iar_mbar_20250701_sample,to_limit_group
stixor_iar_mbar_20250701_sample,to_charge_profile
stixor_iar_mbar_20250701_sample,to_credit_dl_ml_yl
stixor_iar_mbar_20250701_sample,to_debit_dl_ml_yl
stixor_iar_mbar_20250701_sample,to_place_of_birth
stixor_iar_mbar_20250701_sample,to_account_type_name
stixor_iar_mbar_20250701_sample,to_mpin_status
stixor_iar_mbar_20250701_sample,to_filer
stixor_iar_mbar_20250701_sample,to_prov
stixor_iar_mbar_20250701_sample,to_year_mdob
stixor_iar_mbar_20250701_sample,to_gmsisdn
stixor_iar_mbar_20250701_sample,to_trust_level
stixor_iar_mbar_20250701_sample,from_a_c_reference
stixor_iar_mbar_20250701_sample,from_region
stixor_iar_mbar_20250701_sample,from_city
stixor_iar_mbar_20250701_sample,from_registered_channel
stixor_iar_mbar_20250701_sample,from_a_c_status
stixor_iar_mbar_20250701_sample,from_a_c_level
stixor_iar_mbar_20250701_sample,from_agent_group
stixor_iar_mbar_20250701_sample,from_limit_group
stixor_iar_mbar_20250701_sample,from_charge_profile
stixor_iar_mbar_20250701_sample,from_credit_dl_ml_yl
stixor_iar_mbar_20250701_sample,from_debit_dl_ml_yl
stixor_iar_mbar_20250701_sample,from_place_of_birth
stixor_iar_mbar_20250701_sample,from_account_type_name
stixor_iar_mbar_20250701_sample,from_mpin_status
stixor_iar_mbar_20250701_sample,from_filer
stixor_iar_mbar_20250701_sample,from_prov
stixor_iar_mbar_20250701_sample,from_year_mdob
stixor_iar_mbar_20250701_sample,from_gmsisdn
stixor_iar_mbar_20250701_sample,from_trust_level
stixor_iar_mbar_20250701_sample,trans_id
stixor_iar_mbar_20250701_sample,customer_msisdn
stixor_iar_mbar_20250701_sample,trx_channel
stixor_iar_mbar_20250701_sample,trx_type
stixor_iar_mbar_20250701_sample,trx_status
stixor_iar_mbar_20250701_sample,ac_from
stixor_iar_mbar_20250701_sample,ac_to
stixor_iar_mbar_20250701_sample,utility_company
stixor_iar_mbar_20250701_sample,bill_ref_number
stixor_iar_mbar_20250701_sample,reason_type
stixor_iar_mbar_20250701_sample,pur_of_remit
stixor_iar_mbar_20250701_sample,ec
stixor_iar_mbar_20250701_sample,merchant_id
stixor_iar_mbar_20250701_sample,to_a_c_reference
stixor_iar_mbar_20250701_sample,to_region
stixor_iar_mbar_20250701_sample,to_city
stixor_iar_mbar_20250701_ac_to,to_dormant_date
stixor_iar_mbar_20250701_ac_to,to_re_active_date
stixor_iar_mbar_20250701_ac_to,to_registered_date_time
stixor_iar_mbar_20250701_ac_to,to_year_of_birth
stixor_iar_mbar_20250701_ac_to,to_last_modified_date_time
stixor_iar_mbar_20250701_ac_to,to_a_c_level
stixor_iar_mbar_20250701_ac_to,to_agent_group
stixor_iar_mbar_20250701_ac_to,to_limit_group
stixor_iar_mbar_20250701_ac_to,to_charge_profile
stixor_iar_mbar_20250701_ac_to,to_credit_dl_ml_yl
stixor_iar_mbar_20250701_ac_to,to_debit_dl_ml_yl
stixor_iar_mbar_20250701_ac_to,to_place_of_birth
stixor_iar_mbar_20250701_ac_to,to_account_type_name
stixor_iar_mbar_20250701_ac_to,to_mpin_status
stixor_iar_mbar_20250701_ac_to,to_filer
stixor_iar_mbar_20250701_ac_to,to_prov
stixor_iar_mbar_20250701_ac_to,to_year_mdob
stixor_iar_mbar_20250701_ac_to,to_gmsisdn
stixor_iar_mbar_20250701_ac_to,to_a_c_reference
stixor_iar_mbar_20250701_ac_to,to_trust_level
stixor_iar_mbar_20250701_ac_to,to_region
stixor_iar_mbar_20250701_ac_to,to_city
stixor_iar_mbar_20250701_ac_to,to_registered_channel
stixor_iar_mbar_20250701_ac_to,to_a_c_status
stixor_iar_mbar_20250701_ac_from,from_dormant_date
stixor_iar_mbar_20250701_ac_from,from_re_active_date
stixor_iar_mbar_20250701_ac_from,from_registered_date_time
stixor_iar_mbar_20250701_ac_from,from_year_of_birth
stixor_iar_mbar_20250701_ac_from,from_last_modified_date_time
stixor_iar_mbar_20250701_ac_from,from_a_c_level
stixor_iar_mbar_20250701_ac_from,from_agent_group
stixor_iar_mbar_20250701_ac_from,from_limit_group
stixor_iar_mbar_20250701_ac_from,from_charge_profile
stixor_iar_mbar_20250701_ac_from,from_credit_dl_ml_yl
stixor_iar_mbar_20250701_ac_from,from_debit_dl_ml_yl
stixor_iar_mbar_20250701_ac_from,from_place_of_birth
stixor_iar_mbar_20250701_ac_from,from_account_type_name
stixor_iar_mbar_20250701_ac_from,from_mpin_status
stixor_iar_mbar_20250701_ac_from,from_filer
stixor_iar_mbar_20250701_ac_from,from_prov
stixor_iar_mbar_20250701_ac_from,from_year_mdob
stixor_iar_mbar_20250701_ac_from,from_gmsisdn
stixor_iar_mbar_20250701_ac_from,from_a_c_reference
stixor_iar_mbar_20250701_ac_from,from_trust_level
stixor_iar_mbar_20250701_ac_from,from_region
stixor_iar_mbar_20250701_ac_from,from_city
stixor_iar_mbar_20250701_ac_from,from_registered_channel
stixor_iar_mbar_20250701_ac_from,from_a_c_status
